id,name,activity_name,total,start_duration,end_duration,start_registration,end_registration,credits_count,activity_type,location,location_kotakab_code,mitra_id,certified,logo,mitra_name,Kab/Kot,Provinsi,Tipe Lokasi,Lokasi,Nama_Provinsi,durasi_magang
b2806201-9170-11ed-9868-2aac6d703fc9,-,PAN 8 Sragen Internship Program (PSIP),1,2023-02-10,2023-07-10,2022-11-21,2023-01-20,20,OFFLINE,Kab. Boyolali,30900.0,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing,Kab. Boyolali,Jawa Tengah,Kabupaten,Boyolali,JawaTengah,150.0
db594c01-9170-11ed-89f0-56581bb5cdd9,-,PAN 8 Sragen Internship Program (PSIP),1,2023-02-10,2023-07-10,2022-11-21,2023-01-20,20,OFFLINE,Kab. Boyolali,30900.0,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing,Kab. Boyolali,Jawa Tengah,Kabupaten,Boyolali,JawaTengah,150.0
6a7bbbab-7508-11ed-b2a2-1a198d2f4c14,2D/3D Animator Intern,BNI Digital Talent Thematic Internship,13,2023-02-16,2023-06-30,2022-12-29,2023-01-20,20,OFFLINE,Kota Jakarta Barat,16200.0,1434cd57-6295-441a-898a-7294119a96d7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg,BNI,Kota Jakarta Barat,DKI Jakarta,Kota,JakartaBarat,JakartaRaya,134.0
96684230-7093-11ed-8312-feb214c74b66,3D Artist,VR Lab Development		,1,2023-02-16,2023-06-30,2022-12-19,2023-01-27,20,OFFLINE,Kota Yogyakarta,46000.0,95c5cbf2-68be-4146-9fef-f891db857f3b,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png,Telkom,Kota Yogyakarta,DI Yogyakarta,Kota,KotaYogyakarta,Yogyakarta,134.0
fef8450f-7092-11ed-8ea0-7e8ddab09462,3D Artist ,AI-Powered Immersive Learning,10,2023-02-13,2023-06-30,2022-12-05,2023-01-31,20,OFFLINE,Kota Bandung,26000.0,f6940620-cc8b-4134-8290-7f511d8cc1a6,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_93ec7e4d-0083-4e54-994c-f8a406cd7f3f.jpg,Soca AI,Kota Bandung,Jawa Barat,Kota,KotaBandung,JawaBarat,137.0
487aca21-6f99-11ed-83fd-7e8ddab09462,3D Asset Designer,Extended Reality Learning Module Development Program,10,2023-02-16,2023-06-30,2022-12-01,2023-02-10,20,OFFLINE,Kab. Bekasi,22200.0,e3c02360-8ec1-4783-9790-80afa6cf1114,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_caf860b4-53f3-4eff-addc-dcc5b198740d.jpg,Dankos,Kab. Bekasi,Jawa Barat,Kabupaten,Bekasi,JawaBarat,134.0
57d58014-709b-11ed-b6f6-62d54cabf853,3D Designer,Learning Practice Program ,4,2023-02-16,2023-06-30,2023-01-20,2023-01-31,20,OFFLINE,Kota Jakarta Timur,16400.0,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png,Synapsis.id,Kota Jakarta Timur,DKI Jakarta,Kota,JakartaTimur,JakartaRaya,134.0
ddf4a4d4-6177-11ed-aaab-4a119f027d25,3D Designer in Developing Digital Transformation and Industry 4.0,Developing Digital Transformation and Industry 4.0 through 3D Designing,25,2023-02-20,2023-06-30,2022-12-01,2023-01-13,20,OFFLINE,Kab. Sleman,40200.0,ba16e287-a822-457d-9d45-5b2e5a47af1f,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b693d159-3ec1-4644-b198-b107e51a3b83.png,STECHOQ,Kab. Sleman,DI Yogyakarta,Kabupaten,Sleman,Yogyakarta,130.0
ad58cd80-7f86-11ed-bcbb-96627b1c4bb1,3PL Ops Analyst Intern,Program Magang Lazada Logistics Indonesia [Cimanggis],3,2023-02-16,2023-06-30,2022-12-21,2023-02-16,20,OFFLINE,Kota Depok,26600.0,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,Lazada,Kota Depok,Jawa Barat,Kota,Depok,JawaBarat,134.0
089c647b-8083-11ed-91e0-ae9e72da6bb1,ACAD - Art Collection Data Administrator - Koleksi Keramik & Benda Kayu (Jakarta),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",4,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
6f586748-8083-11ed-be97-9aeeab388a33,ACAD - Article Data Administrator (Bali),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",2,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
de1c7b72-8081-11ed-bf55-e28bf6b6d14d,"ACAD - Asset and Art Data Administrator - Koleksi Lukisan, Wayang, dan Buku (Jakarta)","Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",2,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
20a59f2d-8082-11ed-82a8-2615bc75a6a3,"ACAD - Asset and Art Data Administrator - Koleksi Lukisan, Wayang, dan Buku (Yogyakarta)","Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",4,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
7dcb9616-6c65-11ed-8441-22d0c8df9d48,Academic Assistant,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,2023-02-16,2023-06-30,2022-12-01,2023-01-31,20,OFFLINE,Kota Jakarta Selatan,16300.0,29817ab5-be74-4c42-a223-a04eceae0eef,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,Schoters,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,134.0
7659b95a-6429-11ed-b5cc-0a223dcf0f66,Academic Officers Intern,Zenius Professionals Practice Program Angkatan 4,6,2023-02-13,2023-06-30,2022-12-22,2023-01-27,20,BLENDED,Kota Jakarta Selatan,16300.0,261f4d66-aa98-41a5-a213-a079764411a7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,Zenius,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,137.0
27ed0d39-64b7-11ed-8e15-4eaca8c1bf53,Academy Division,Youth Agrigator Internship Program 2,7,2023-02-16,2023-06-30,2022-12-15,2023-01-31,20,OFFLINE,Kota Semarang,36300.0,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png,The Farmhill,Kota Semarang,Jawa Tengah,Kota,KotaSemarang,JawaTengah,134.0
f5c3d0db-719b-11ed-a27c-eee683b66c25,Account Executive,Suitmedia National Internship Program 2023,6,2023-02-01,2023-06-30,2023-01-08,2023-01-31,20,BLENDED,Kota Jakarta Selatan,16300.0,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png,Suitmedia,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,149.0
7ec1fe92-70b6-11ed-9540-86f9589d528b,Accounting,Peran Gen Z untuk Indonesia,1,2023-02-10,2023-06-10,2022-12-01,2022-12-31,20,OFFLINE,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",,5fb33177-7656-4eac-b184-9a187592a4e4,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,ELZATTA DAUKY,Kota Bandung,Jawa Barat,Kota,KotaBandung,JawaBarat,120.0
0eb45da6-64d2-11ed-b74d-2af064b3727d,"Accounting, Finance & Tax Officer",Youth Agrigator Internship Program 2,4,2023-02-16,2023-06-30,2022-12-15,2023-01-31,20,OFFLINE,Kota Semarang,36300.0,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png,The Farmhill,Kota Semarang,Jawa Tengah,Kota,KotaSemarang,JawaTengah,134.0
3f356ec2-6fb0-11ed-a7a1-0278cb7f6574,Accounting Improvement,Great ISS Internship Program (GETS Program),2,2023-02-16,2023-07-10,2022-12-01,2023-01-31,20,OFFLINE,Kota Tangerang Selatan,286300.0,0aed31ee-a13d-4467-b189-885f247aa6c0,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png,PT ISS Indonesia,Kota Tangerang Selatan,Banten,Kota,TangerangSelatan,Banten,144.0
99c6bc1f-5c0d-11ed-8806-7a77835150ba,Accounting Intern,[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1,2023-02-16,2023-06-30,2022-12-15,2023-01-31,20,OFFLINE,Kota Makassar,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,Nusantara Infrastructure,Kota Makassar,Sulawesi Selatan,Kota,Makassar,SulawesiSelatan,134.0
8013db8a-8039-11ed-be97-9aeeab388a33,Accounting Intern,Home Credit Apprenticeship  Program (HAP) 3.0 ,4,2023-02-16,2023-07-01,2023-01-20,2023-01-31,20,OFFLINE,Kota Jakarta Selatan,16300.0,ae9a3576-23cb-42c2-9885-4cb1a4141799,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,Home Credit Indonesia,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,135.0
c53f879e-6a30-11ed-8ebe-a6bfdab34a31,Accounting Officer,Officer Development Program,2,2023-02-13,2023-06-30,2022-12-01,2023-01-31,20,OFFLINE,Kota Jakarta Selatan,16300.0,8816b5f5-7f39-459c-ba0c-86996423c5e5,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,137.0
02aaaa53-60b4-11ed-aaab-4a119f027d25,Accounting Officer - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2,2023-02-10,2023-06-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Utara,16100.0,631c1888-6d99-43db-bfff-086dafc150c3,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,ASSA,Kota Jakarta Utara,DKI Jakarta,Kota,JakartaUtara,JakartaRaya,120.0
a901972d-54d3-11ed-a443-0a3963f6cf56,Accounting & Tax Intern,Nusantara All Division ,2,2023-02-16,2023-06-30,2022-12-15,2023-02-11,20,OFFLINE,Kota Jakarta Selatan,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,Nusantara Infrastructure,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,134.0
381b0795-60ba-11ed-aaab-4a119f027d25,Account Payable Officer - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,2023-02-10,2023-06-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Utara,16100.0,631c1888-6d99-43db-bfff-086dafc150c3,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,ASSA,Kota Jakarta Utara,DKI Jakarta,Kota,JakartaUtara,JakartaRaya,120.0
add98a70-7080-11ed-83e6-668d7502ff5d,Account Representative Khusus/Marketing,Program Magang BPJS Ketenagakerjaan,29,2023-02-16,2023-07-01,2023-01-12,2023-01-23,20,OFFLINE,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png,BPJS Ketenagakerjaan,> 1 Kot/Kab,> 1 Provinsi,Kot/Kab,> 1 Kot/Kab,>1Provinsi,135.0
8d4f95fa-8084-11ed-b375-2603a0457f29,ACPD - Bentara Relations - Partnership (Bali),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",1,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
171eda48-8084-11ed-91e0-ae9e72da6bb1,ACPD - Bentara Relations - Partnership (Jakarta),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",1,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
542ef47e-8084-11ed-91e0-ae9e72da6bb1,ACPD - Bentara Relations - Partnership (Yogyakarta),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",1,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
12152496-8085-11ed-bcd8-aa76604f701e,ACPD - Social Media Specialist (Yogyakarta),"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",2,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
2d70b593-6f9f-11ed-ab38-feb214c74b66,Acquisition Support Staff,SIP (SCM Internship Program),5,2023-02-16,2023-06-30,2022-12-01,2023-02-16,20,OFFLINE,Kota Jakarta Pusat,16000.0,b409663d-e067-46e0-81d9-eb4fff33f45f,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
7851fb4d-80e7-11ed-bcd8-aa76604f701e,Act - Activation Analyst,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,3,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
11f04945-807d-11ed-82a8-2615bc75a6a3,Act - Marketing Communication Officer,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
b582cd26-8080-11ed-b375-2603a0457f29,Act - Operational Officer,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
3cb267ad-8082-11ed-bcd8-aa76604f701e,Act - Sales Officer,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",1,2023-02-16,2023-06-30,2022-12-26,2023-01-31,20,OFFLINE,Kota Jakarta Pusat,16000.0,c8bece01-8738-4a37-90f9-3d0302da1cd7,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,Kompas Gramedia,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
064d92bb-6fb6-11ed-b6f6-62d54cabf853,Administrasi dan Keuangan,Improving Performance Skill Through Project Management,10,2023-02-10,2023-06-30,2022-12-01,2023-01-20,20,OFFLINE,Batola dan Banjarmasin Kalimantan Selatan,,054b69c6-e415-4e06-be7f-491f672a68b0,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png,YHC QuIP (Quality Internship Program),> 1 Kot/Kab,Kalimantan Selatan,Kot/Kab,> 1 Kot/Kab,KalimantanSelatan,140.0
f8c4751c-7608-11ed-a033-260399e19f34,Administrasi dan Legalitas Produk,"Manajemen Produksi, Pemasaran Dan Pendanaan Pelaku Usaha Mikro, Kecil Dan Menengah (UMKM)",10,2023-02-15,2023-07-15,2023-01-16,2023-01-31,20,OFFLINE,Kota Banda Aceh,66100.0,4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,True,,Koperasi WUBI,Kota Banda Aceh,Aceh,Kota,BandaAceh,Aceh,150.0
658fc912-8124-11ed-88c2-727c8458646b,Administrasi & Keuangan,Pegembangan Villa & Resort Daar El-Fatih,5,2023-02-16,2023-06-30,2022-12-20,2023-01-27,20,OFFLINE,Kota Makassar,196000.0,fd72409f-67e6-41cf-82a2-0b252b333ef3,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg,Mamminasata Land,Kota Makassar,Sulawesi Selatan,Kota,Makassar,SulawesiSelatan,134.0
4da53530-70b2-11ed-aa1c-260399e19f34,Administrasi Logistic ,Peran Gen Z untuk Indonesia,4,2023-02-10,2023-06-10,2022-12-01,2022-12-31,20,OFFLINE,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",,5fb33177-7656-4eac-b184-9a187592a4e4,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,ELZATTA DAUKY,Kota Bandung,Jawa Barat,Kota,KotaBandung,JawaBarat,120.0
e8429b8e-7062-11ed-8312-feb214c74b66,Administration,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,2023-02-16,2023-06-30,2022-12-29,2023-01-31,20,OFFLINE,Kota Jakarta Selatan,16300.0,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png,Citiasia Inc.,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,134.0
aec68122-70cb-11ed-8312-feb214c74b66, Administration and Business Development,Learning Practice Program ,3,2023-02-16,2023-06-30,2023-01-20,2023-01-31,20,OFFLINE,Kota Jakarta Timur,16400.0,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png,Synapsis.id,Kota Jakarta Timur,DKI Jakarta,Kota,JakartaTimur,JakartaRaya,134.0
258b8522-6fbc-11ed-8b84-22d0c8df9d48,Administration (Content & Channel),SIP (SCM Internship Program),1,2023-02-16,2023-06-30,2022-12-01,2023-02-16,20,OFFLINE,Kota Jakarta Pusat,16000.0,b409663d-e067-46e0-81d9-eb4fff33f45f,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,DKI Jakarta,Kota,JakartaPusat,JakartaRaya,134.0
343b25fe-6feb-11ed-b6f6-62d54cabf853,Administration & Operational,MM Start Up Program Plus II,5,2023-02-16,2023-07-01,2023-01-15,2023-01-31,20,OFFLINE,"Kota Tangerang Selatan, Banten",,381d89c3-cd28-49d4-9052-f9a8d288e605,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_286ffb2d-f751-4804-a623-304fca7f4c47.jpg,Nasi Kulit Malam Minggu Group,Kota Tangerang Selatan,Banten,Kota,TangerangSelatan,Banten,135.0
ee3da637-64e4-11ed-b74d-2af064b3727d,Administrative Assistant Intern (for Sekolah 4.0 Program), Orbit 4 Indonesia Internship Program,1,2023-02-10,2023-07-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Selatan,16300.0,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,Orbit Future Academy,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,150.0
b3b696ac-6175-11ed-9958-e6768c594c9c,Admin Operation Officer  - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2,2023-02-10,2023-06-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Utara,16100.0,631c1888-6d99-43db-bfff-086dafc150c3,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,ASSA,Kota Jakarta Utara,DKI Jakarta,Kota,JakartaUtara,JakartaRaya,120.0
ecb3210d-60d8-11ed-aaab-4a119f027d25,Admin Seller Officer - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,2023-02-10,2023-06-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Utara,16100.0,631c1888-6d99-43db-bfff-086dafc150c3,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,ASSA,Kota Jakarta Utara,DKI Jakarta,Kota,JakartaUtara,JakartaRaya,120.0
03236732-670c-11ed-98f0-d6bd1ff96cc1,Admin Tax Intern,Lets Grow with Erajaya,2,2023-02-16,2023-06-16,2022-12-23,2023-01-31,20,OFFLINE,Kota Jakarta Barat,16200.0,a748af00-6fc5-44c8-a820-fda83886973c,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,Erajaya,Kota Jakarta Barat,DKI Jakarta,Kota,JakartaBarat,JakartaRaya,120.0
1892f030-64e4-11ed-bf50-124073a7b39a,Admission Intern, Orbit 4 Indonesia Internship Program,2,2023-02-10,2023-07-10,2022-11-15,2023-01-20,20,OFFLINE,Kota Jakarta Selatan,16300.0,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,Orbit Future Academy,Kota Jakarta Selatan,DKI Jakarta,Kota,JakartaSelatan,JakartaRaya,150.0
a50a2d09-808e-11ed-bf55-e28bf6b6d14d,Admistrative Standard Intern,BE INTERN Building Digital Future,1,2023-02-16,2023-06-30,2022-12-21,2023-01-20,20,BLENDED,Kab. Karawang,22100.0,6a82280c-7d74-4b04-a286-5fdfa1569975,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png,Bridgestone,Kab. Karawang,Jawa Barat,Kabupaten,Karawang,JawaBarat,134.0
