id,name,activity_name,total,start_duration,end_duration,start_registration,end_registration,credits_count,activity_type,location,location_kotakab_code,mitra_id,certified,logo,mitra_name
d1cddd71-7062-11ed-8312-feb214c74b66,HRGA,MINERVA SERIES 2023: MSIB Experience Business Development ,4,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kota Yogyakarta,046000,69aadbe1-6f45-46c1-99e1-414b73c54251,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ca3cb3e4-1274-4361-b887-798f780ebd68.jpg,Minerva
7663b907-6589-11ed-9da9-9afb6f59ce88,HRGA Supervisor ,Learning Management di Site Pertambangan Batubara,6,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,BLENDED,Kab. Berau,160300,d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ff38d1e5-8075-49b7-86af-d0095a4912cb.jpg,BUMA
18d83918-6a28-11ed-8014-f69d568c6c8e,HR-General Affair Officer,PAN 8 Sragen Internship Program (PSIP),3,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kab. Boyolali,030900,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing
d6b9b86d-7ea0-11ed-99cd-aa76604f701e,HR Generalis ,21 : HR Business Process Improvement,1,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kab. Berau,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,Berau Coal
00561939-6fef-11ed-ab38-feb214c74b66,HR Generalist,Improving Performance Skill Through Project Management,10,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Batola dan Banjarmasin Kalimantan Selatan,,054b69c6-e415-4e06-be7f-491f672a68b0,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png,YHC QuIP (Quality Internship Program)
1353957d-695b-11ed-b4f9-023305eb73ef,HRIS ( Human Resource Information System),Metrodata Academy Ecosystem ,2,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-01-13T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kota Jakarta Barat,016200,88c462bc-fe40-410a-9d2a-5264c0f50950,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png,Metrodata Academy
8d5265d3-6958-11ed-a81d-eae0f83979ef,HR Officer,Metrodata Academy Ecosystem ,6,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-01-13T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kota Jakarta Barat,016200,88c462bc-fe40-410a-9d2a-5264c0f50950,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png,Metrodata Academy
8d4dfc21-6fb7-11ed-8b84-22d0c8df9d48,HR Operation,SIP (SCM Internship Program),2,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,OFFLINE,Kota Jakarta Pusat,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,Surya Citra Media - EMTEK Group
f309a577-6fd9-11ed-b6f6-62d54cabf853,HR Pengemudi Intern,Belajar Birdsama Bluebird,5,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,OFFLINE,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,Bluebird Group
198a2d45-7a0d-11ed-a6c1-2615bc75a6a3,HR People Development,PAN 8 Sragen Internship Program (PSIP),4,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kab. Boyolali,030900,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing
